Virus Name	Record ID	UniProt ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
human_coronavirus_229e	AFR79256.1.1.19_10160	J9V878	55.9	88.2	ColabFold	human_coronavirus_229e_CF-AFR79256.1.1.19_10160_relaxed.pdb	195	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79258.1_10160	A0A384K8E9	39.9	80.0	ColabFold	human_coronavirus_229e_CF-AFR79258.1_10160_relaxed.pdb	219	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79260.1_10160	A0A384KFG6	52.1	77.0	ColabFold	human_coronavirus_229e_CF-AFR79260.1_10160_relaxed.pdb	225	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48596.1_10159	P15422	52.2	77.1	ColabFold	human_coronavirus_229e_CF-AAG48596.1_10159_relaxed.pdb	225	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79256.1.1.17_10160	J9V878	35.3	79.3	ColabFold	human_coronavirus_229e_CF-AFR79256.1.1.17_10160_relaxed.pdb	295	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48590.1.1.17_10159	P0C6U2	36.2	79.3	ColabFold	human_coronavirus_229e_CF-AAG48590.1.1.17_10159_relaxed.pdb	295	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.17_10159	P0C6X1	36.2	79.3	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.17_10159_relaxed.pdb	295	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.17_10160	J9UWL3	35.3	79.3	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.17_10160_relaxed.pdb	295	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79256.1.1.16_10160	J9V878	65.1	93.0	ColabFold	human_coronavirus_229e_CF-AFR79256.1.1.16_10160_relaxed.pdb	296	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.16_10159	P0C6X1	64.7	92.8	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.16_10159_relaxed.pdb	296	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48590.1.1.16_10159	P0C6U2	64.7	92.8	ColabFold	human_coronavirus_229e_CF-AAG48590.1.1.16_10159_relaxed.pdb	296	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.16_10160	J9UWL3	65.1	93.0	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.16_10160_relaxed.pdb	296	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.31_10160	J9UWL3	52.8	91.8	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.31_10160_relaxed.pdb	298	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.31_10159	P0C6X1	52.9	92.1	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.31_10159_relaxed.pdb	298	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.6_10160	J9UWL3	62.0	94.8	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.6_10160_relaxed.pdb	307	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.6_10159	P0C6X1	59.7	94.3	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.6_10159_relaxed.pdb	307	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48590.1.1.6_10159	P0C6U2	59.7	94.3	ColabFold	human_coronavirus_229e_CF-AAG48590.1.1.6_10159_relaxed.pdb	307	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79256.1.1.6_10160	J9V878	62.0	94.8	ColabFold	human_coronavirus_229e_CF-AFR79256.1.1.6_10160_relaxed.pdb	307	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.26_10159	P0C6X1	83.4	94.5	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.26_10159_relaxed.pdb	340	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.26_10160	J9UWL3	83.6	94.3	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.26_10160_relaxed.pdb	340	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79256.1.1.10_10160	J9V878	31.6	82.8	ColabFold	human_coronavirus_229e_CF-AFR79256.1.1.10_10160_relaxed.pdb	370	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.10_10160	J9UWL3	31.6	82.8	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.10_10160_relaxed.pdb	370	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48590.1.1.10_10159	P0C6U2	31.5	82.5	ColabFold	human_coronavirus_229e_CF-AAG48590.1.1.10_10159_relaxed.pdb	370	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.10_10159	P0C6X1	31.5	82.5	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.10_10159_relaxed.pdb	370	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79261.1_10160	J9V7P5	39.6	71.1	ColabFold	human_coronavirus_229e_CF-AFR79261.1_10160_relaxed.pdb	389	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48597.1_10159	P15130	39.9	71.1	ColabFold	human_coronavirus_229e_CF-AAG48597.1_10159_relaxed.pdb	389	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.7_10159	P0C6X1	32.8	84.1	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.7_10159_relaxed.pdb	499	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48590.1.1.7_10159	P0C6U2	32.8	84.1	ColabFold	human_coronavirus_229e_CF-AAG48590.1.1.7_10159_relaxed.pdb	499	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.7_10160	J9UWL3	32.8	83.3	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.7_10160_relaxed.pdb	499	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79256.1.1.7_10160	J9V878	32.8	83.3	ColabFold	human_coronavirus_229e_CF-AFR79256.1.1.7_10160_relaxed.pdb	499	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.27_10159	P0C6X1	34.7	90.2	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.27_10159_relaxed.pdb	510	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.27_10160	J9UWL3	35.0	90.3	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.27_10160_relaxed.pdb	510	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79256.1.1.2_10160	J9V878	24.0	93.3	ColabFold	human_coronavirus_229e_CF-AFR79256.1.1.2_10160_relaxed.pdb	610	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.2_10160	J9UWL3	24.0	93.3	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.2_10160_relaxed.pdb	610	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48590.1.1.2_10159	P0C6U2	24.2	93.4	ColabFold	human_coronavirus_229e_CF-AAG48590.1.1.2_10159_relaxed.pdb	610	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.2_10159	P0C6X1	24.2	93.4	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.2_10159_relaxed.pdb	610	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48591.1.1.22_10159	P0C6X1	56.4	84.3	ColabFold	human_coronavirus_229e_CF-AAG48591.1.1.22_10159_relaxed.pdb	924	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79255.1.1.22_10160	J9UWL3	56.5	83.9	ColabFold	human_coronavirus_229e_CF-AFR79255.1.1.22_10160_relaxed.pdb	924	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AFR79257.1_10160	J9VBQ8	28.3	68.5	ColabFold	human_coronavirus_229e_CF-AFR79257.1_10160_relaxed.pdb	1170	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
human_coronavirus_229e	AAG48592.1_10159	P15423	28.4	68.7	ColabFold	human_coronavirus_229e_CF-AAG48592.1_10159_relaxed.pdb	1173	ssRNA(+)	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Human coronavirus 229E	
li_polyomavirus	AQX36239.1_4397	A0A1W2KRP8	29.9	50.5	ColabFold	li_polyomavirus_CF-AQX36239.1_4397_relaxed.pdb	171	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quardecihominis	
li_polyomavirus	AQX36242.1_4397	A0A1U9VWX0	55.3	88.6	ColabFold	li_polyomavirus_CF-AQX36242.1_4397_relaxed.pdb	179	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quardecihominis	
li_polyomavirus	AQX36238.1_4397	A0A1W2KRP7	50.8	54.7	ColabFold	li_polyomavirus_CF-AQX36238.1_4397_relaxed.pdb	247	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quardecihominis	
li_polyomavirus	AQX36240.1_4397	A0A1W2KRP4	28.0	76.9	ColabFold	li_polyomavirus_CF-AQX36240.1_4397_relaxed.pdb	435	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quardecihominis	
li_polyomavirus	AQX36241.1_4397	A0A1U9VWR9	75.5	74.9	ESMFold	li_polyomavirus_EF-AQX36241.1_4397_relaxed.pdb	800	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quardecihominis	
usutu_virus	AAS59402.1.11_7205	Q5WPU5	88.9	95.1	ColabFold	usutu_virus_CF-AAS59402.1.11_7205_relaxed.pdb	23	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.4_7205	Q5WPU5	56.8	73.4	ColabFold	usutu_virus_CF-AAS59402.1.4_7205_relaxed.pdb	75	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.2_7205	Q5WPU5	56.8	73.4	ColabFold	usutu_virus_CF-AAS59402.1.1.2_7205_relaxed.pdb	75	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.3_7205	Q5WPU5	32.1	94.1	ColabFold	usutu_virus_CF-AAS59402.1.1.3_7205_relaxed.pdb	92	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.4_7205	Q5WPU5	53.9	80.5	ColabFold	usutu_virus_CF-AAS59402.1.1.4_7205_relaxed.pdb	97	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.2_7205	Q5WPU5	42.2	80.7	ColabFold	usutu_virus_CF-AAS59402.1.2_7205_relaxed.pdb	104	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.1_7205	Q5WPU5	39.2	79.1	ColabFold	usutu_virus_CF-AAS59402.1.1.1_7205_relaxed.pdb	117	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.10_7205	Q5WPU5	61.1	85.5	ColabFold	usutu_virus_CF-AAS59402.1.10_7205_relaxed.pdb	126	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1_7205	Q5WPU5	39.0	78.0	ColabFold	usutu_virus_CF-AAS59402.1.1_7205_relaxed.pdb	126	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.6_7205	Q5WPU5	39.4	69.8	ColabFold	usutu_virus_CF-AAS59402.1.1.6_7205_relaxed.pdb	126	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.8_7205	Q5WPU5	40.8	75.0	ColabFold	usutu_virus_CF-AAS59402.1.8_7205_relaxed.pdb	131	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.10_7205	Q5WPU5	47.4	84.9	ColabFold	usutu_virus_CF-AAS59402.1.1.10_7205_relaxed.pdb	133	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.9_7205	Q5WPU5	76.4	89.9	ColabFold	usutu_virus_CF-AAS59402.1.1.9_7205_relaxed.pdb	145	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.8_7205	Q5WPU5	72.6	85.2	ColabFold	usutu_virus_CF-AAS59402.1.1.8_7205_relaxed.pdb	146	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.7_7205	Q5WPU5	75.6	96.3	ColabFold	usutu_virus_CF-AAS59402.1.1.7_7205_relaxed.pdb	150	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.3_7205	Q5WPU5	38.8	80.8	ColabFold	usutu_virus_CF-AAS59402.1.3_7205_relaxed.pdb	167	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.7_7205	Q5WPU5	40.5	69.9	ColabFold	usutu_virus_CF-AAS59402.1.7_7205_relaxed.pdb	227	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.11_7205	Q5WPU5	68.6	96.9	ColabFold	usutu_virus_CF-AAS59402.1.1.11_7205_relaxed.pdb	234	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.12_7205	Q5WPU5	42.9	85.4	ColabFold	usutu_virus_CF-AAS59402.1.12_7205_relaxed.pdb	258	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.5_7205	Q5WPU5	24.0	90.8	ColabFold	usutu_virus_CF-AAS59402.1.1.5_7205_relaxed.pdb	351	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.6_7205	Q5WPU5	24.4	90.7	ColabFold	usutu_virus_CF-AAS59402.1.6_7205_relaxed.pdb	352	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.5_7205	Q5WPU5	67.1	84.2	ColabFold	usutu_virus_CF-AAS59402.1.5_7205_relaxed.pdb	500	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.1.12_7205	Q5WPU5	64.2	91.4	ColabFold	usutu_virus_CF-AAS59402.1.1.12_7205_relaxed.pdb	567	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.9_7205	Q5WPU5	60.6	89.1	ColabFold	usutu_virus_CF-AAS59402.1.9_7205_relaxed.pdb	619	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
usutu_virus	AAS59402.1.13_7205	Q5WPU5	56.2	91.8	ColabFold	usutu_virus_CF-AAS59402.1.13_7205_relaxed.pdb	905	ssRNA(+)	Orthornavirae	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus	Orthoflavivirus usutuense	
reston_virus	AAN04453.1_8652	Q77DB4	36.1	77.4	ColabFold	reston_virus_CF-AAN04453.1_8652_relaxed.pdb	251	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04452.1_8652	Q8JPX6	49.8	58.3	ColabFold	reston_virus_CF-AAN04452.1_8652_relaxed.pdb	287	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04449.1_8652	Q8JPY0	47.7	73.8	ColabFold	reston_virus_CF-AAN04449.1_8652_relaxed.pdb	329	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04450.1_8652	Q8JPX9	26.7	67.9	ColabFold	reston_virus_CF-AAN04450.1_8652_relaxed.pdb	331	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04451.1_8652	Q66800	28.8	33.2	ColabFold	reston_virus_CF-AAN04451.1_8652_relaxed.pdb	367	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04455.1_8652	Q66799	32.7	33.6	ColabFold	reston_virus_CF-AAN04455.1_8652_relaxed.pdb	677	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04448.1_8652	Q8JPY1	32.7	61.2	ColabFold	reston_virus_CF-AAN04448.1_8652_relaxed.pdb	739	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04454.1.1.2_8652	Q8JPX5	31.9	64.7	ColabFold	reston_virus_CF-AAN04454.1.1.2_8652_relaxed.pdb	990	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
reston_virus	AAN04454.1.1.1_8652	Q8JPX5	60.1	85.4	ColabFold	reston_virus_CF-AAN04454.1.1.1_8652_relaxed.pdb	1080	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Filoviridae	Orthoebolavirus	Orthoebolavirus restonense	
simian_foamy_virus_pan_troglodytes_troglodytes	AFX98087.1_11779	K7YKU6	46.3	51.4	ColabFold	simian_foamy_virus_pan_troglodytes_troglodytes_CF-AFX98087.1_11779_relaxed.pdb	300	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Central chimpanzee simian foamy virus	
simian_foamy_virus_pan_troglodytes_troglodytes	AFX98086.1_11779	K7ZBX1	28.4	62.0	ColabFold	simian_foamy_virus_pan_troglodytes_troglodytes_CF-AFX98086.1_11779_relaxed.pdb	481	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Central chimpanzee simian foamy virus	
simian_foamy_virus_pan_troglodytes_troglodytes	AFX98083.1_11779	K7Z293	52.4	60.6	ColabFold	simian_foamy_virus_pan_troglodytes_troglodytes_CF-AFX98083.1_11779_relaxed.pdb	648	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Central chimpanzee simian foamy virus	
simian_foamy_virus_pan_troglodytes_troglodytes	AFX98085.1_11779	K7YEW0	33.3	64.1	ColabFold	simian_foamy_virus_pan_troglodytes_troglodytes_CF-AFX98085.1_11779_relaxed.pdb	985	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Central chimpanzee simian foamy virus	
simian_foamy_virus_pan_troglodytes_troglodytes	AFX98084.1_11779	K7YN96	68.5	82.5	ColabFold	simian_foamy_virus_pan_troglodytes_troglodytes_CF-AFX98084.1_11779_relaxed.pdb	1143	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Central chimpanzee simian foamy virus	
simian_foamy_virus_chlorocebus_aethiops	AAA47797.1_11782	P27403	27.3	52.5	ColabFold	simian_foamy_virus_chlorocebus_aethiops_CF-AAA47797.1_11782_relaxed.pdb	209	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Grivet simian foamy virus	
simian_foamy_virus_chlorocebus_aethiops	AAA47799.1_11782	P27402	43.3	51.6	ColabFold	simian_foamy_virus_chlorocebus_aethiops_CF-AAA47799.1_11782_relaxed.pdb	301	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Grivet simian foamy virus	
simian_foamy_virus_chlorocebus_aethiops	AAA47800.1_11782	P27403	26.9	80.5	ColabFold	simian_foamy_virus_chlorocebus_aethiops_CF-AAA47800.1_11782_relaxed.pdb	388	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Grivet simian foamy virus	
simian_foamy_virus_chlorocebus_aethiops	AAA47795.1_11782	P27400	51.5	60.1	ColabFold	simian_foamy_virus_chlorocebus_aethiops_CF-AAA47795.1_11782_relaxed.pdb	646	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Simiispumavirus	Grivet simian foamy virus	
